permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-7170,"Pre- Due","Building Permit No Plan Check",11/24/2025,,"97 Eton Ct Windsor [WIN]",058-161-006,$374.76,$0.00,"install a 2-meter box with only one meter installed ( future ADU meter will be installed when permit for ADU is applied)"
BLD25-7172,Issued,"Building Permit No Plan Check",11/24/2025,11/26/2025,"14615 River Rd Guerneville [GUE]",070-400-001,$374.76,$0.00,"Additional permit for electrical inspection. PGE to reinstall meter for power to house. Repairs per BLD24-2497 My house was re-tagged following a house fire 2 years ago and has since been restored to its exact prior condition. On 11/3/25 Dermot Gilmartin issued partial approval for rough electrical under the permit (BLD24–2497) issued for the rebuilding. I am seeking an additional permit so you can give permission to PGE to reinstall my meter so I can have power again and move back in ASAP, thank you!"
BLD25-7173,Issued,"Building Permit No Plan Check",11/24/2025,12/04/2025,"2207 Diamond Mountain Rd Mark West Springs [MWS] Remove all existing exterior siding and replace with new fiber-cement siding",120-240-011,$559.55,$0.00,"(2,585.60 SF). Remove and replace all exterior trim associated with the siding replacement (428.07 LF)."
BLD25-7175,Issued,"Building Permit No Plan Check",11/24/2025,11/24/2025,"26805 Freezeout Rd Monte Rio [MRO]",096-100-039,$553.42,$0.00,"SFD. Tear off and reroof 24 squares using torch-on rolled roofing material. SELF CERT."
BLD25-7180,Issued,"Building Permit No Plan Check",11/25/2025,12/02/2025,"3596 Verde Vista Dr Bennett Valley [BEN]",049-270-018,$374.76,$0.00,"Remove and replace ducts in crawl space due to rodents. Replace a like in kind."
BLD25-7187,Issued,"Building Permit No Plan Check",11/25/2025,12/02/2025,"15673 Old River Rd Guerneville [GUE]",070-100-005,$374.76,$0.00,"Replacement of 100amp to 200amp main panel 20amp, 120vt dedicated RV circuit"
BLD25-7191,Issued,"Building Permit No Plan Check",11/25/2025,11/25/2025,"8969 Cypress Ave Cotati [COT]",046-440-002,$374.76,$0.00,"REPLACE FURNACE"
BLD25-7192,Issued,"Building Permit No Plan Check",11/25/2025,11/25/2025,"17001 Mt Jackson Trl Guerneville [GUE]",070-255-003,$374.76,$0.00,"SFD-REPLACE FURNACE IN SAME LOCATION"
BLD25-7193,Issued,"Building Permit No Plan Check",11/25/2025,11/26/2025,"4728 Snyder Ln Penngrove [PEN]",045-222-019,$374.76,$0.00,"R/R HEAT PUMP, AIR HANDLER, 10 DUCTS AND ELECTRIC 50 GAL WATER HEATER"
BLD25-7195,Issued,"Building Permit No Plan Check",11/25/2025,11/26/2025,"17501 Neeley Rd Forestville [FOR]",071-230-063,$374.76,$0.00,"SFD-REPLACE WALL FURNACE"
BLD25-7196,Issued,"Building Permit No Plan Check",11/25/2025,11/25/2025,"96 Davis Ln Penngrove [PEN]",047-232-041,$374.76,$0.00,"ADU - REPLACE FURNACE IN GARAGE"
BLD25-7198,Issued,"Building Permit No Plan Check",11/25/2025,11/25/2025,"17219 Hillside Ave Agua Caliente [AGU]",056-221-015,$555.82,$0.00,"Self-certified single-family dwelling. 42 sq. Remove shingle roof and replace roof with Standing seam metal SL-100 w/striations - 16"" Panel and XFR SA FR Underlayment"
BLD25-7200,Issued,"Building Permit No Plan Check",11/25/2025,11/25/2025,"5511 Hwy 128 Geyserville [GEY]",131-240-003,$374.76,$0.00,"REPLACING FAILED PACKAGE UNIT WITH NEW PACKAGE UNIT 4TON"
BLD25-7201,Finaled,"Building Permit No Plan Check",11/25/2025,12/01/2025,"521 Eastman Ln Petaluma [PET]",021-024-005,$374.76,$0.00,"septic panel electrical inspection #189"
BLD25-7202,Issued,"Building Permit No Plan Check",11/25/2025,12/01/2025,"203 Manka Cir Windsor [WIN]",039-320-001,$374.76,$0.00,"WATER HEATER CHANGEOUT TANKED TO TANKED, WHOLE HOME WATER AND WASTE REPIPE"
BLD25-7203,"Pre- Due","Building Permit No Plan Check",11/25/2025,,"521 Eastman Ln Petaluma [PET]",021-024-005,$374.76,$0.00,"septic panel electrical inspection #189"
BLD25-7206,Issued,"Building Permit No Plan Check",11/25/2025,12/02/2025,"19427 Redwood Dr Monte Rio [MRO]",094-200-014,$374.76,$0.00,"SFD, FURNACE CHANGE OUT 66K BTU, 97 AFUE - ATTIC WITH DUCTWORK (8 SUPPLY, 1 RETURN) - 5.76% Valuation of Improvements"
BLD25-7207,Issued,"Building Permit No Plan Check",11/25/2025,11/28/2025,"3480 Thorn Rd Twin Hills [TWI]",076-230-027,$374.76,$0.00,"SFD, Replace Ductwork (10 Supplies) in Crawlspace"
BLD25-7209,Issued,"Building Permit No Plan Check",11/26/2025,12/02/2025,"14154 Arnold Dr Glen Ellen [GLE]",054-070-040,$374.76,$0.00,"Residential: Build electrical panel board and move electrical to that panel from PGE distribution box in advance of remodel of main home. Also cap gas line at street."
BLD25-7212,Issued,"Building Permit No Plan Check",11/26/2025,11/26/2025,"4401 Hwy 116 N Graton [GRA]",130-060-056,$374.76,$0.00,"Upgrade/upsize (existing) 200amp 120/240VAC single phase underground electrical service and meter/main panel to (new) class 320amp solar ready 120/240VAC single phase underground electrical service and meter/main panel."
BLD25-7214,Issued,"Building Permit No Plan Check",11/26/2025,11/26/2025,"21937 Hwy 116 N Monte Rio [MRO]",094-025-018,$374.76,$0.00,"Replacing old MSP do to emergency with like for like 100amp MSP"
BLD25-7216,Issued,"Building Permit No Plan Check",11/26/2025,12/02/2025,"366 Avenida Barbera Sonoma [SON]",142-210-056,$374.76,$0.00,"SFD Replace A/C, Furnace, & Coil"
BLD25-7217,Issued,"Building Permit No Plan Check",11/26/2025,11/26/2025,"9482 Westside Rd Forestville [FOR]",082-113-004,$552.96,$0.00,"Self Certified SDF Reroof Tear-Off Old Roof , Installation Roofing system 40 YR Torch Down Roofing System Debris Pertaining to Job Disposed of 515 Fireproof Base Sheeting will be Applied Smooth Torch Down Installed Granulated Torch Down Installed All Flashings pertaining to Job will be Replaced All Edge Metal will be Replaced All Flashings will be Painted with Higher Grade Paint than Typical Roofing Painting Used Homeowner Will Pay For Permit"
BLD25-7218,"Pre- Due","Building Permit No Plan Check",11/26/2025,,"211 Vila Rd Forestville [FOR]",082-094-091,$1289.76,$0.00,"Legalize Water Heater to clear VBU25-0400"
BLD25-7219,Issued,"Building Permit No Plan Check",11/26/2025,11/26/2025,"397 Pipers Reach Sea Ranch [SEA]",156-260-004,$556.81,$0.00,"397 Pipers Reach> Tear off and re- roof with Malarkey 'vista' in black color. for 26 1/2 squares. SFD"
BLD25-7221,Issued,"Building Permit No Plan Check",11/26/2025,11/26/2025,"918 Seaeagle Loop Bodega Bay [BBY]",100-430-007,$554.22,$0.00,"Remove existing composition roofing. Replace with Class A composition roofing per manufacturers specifications. Install synthetic underlayment per manufacturers specifications. Note: A permit was pulled for a partial reroof on 11/18/25, we are now reroofing the rest of the roof."
BLD25-7223,Issued,"Building Permit No Plan Check",11/26/2025,11/26/2025,"8337 Singing Hills Trl Windsor [WIN]",079-280-003,$374.76,$0.00,"Bedroom system #1 - Replace existing 90% AFUE gas furnace and AC with new Carrier 4-ton ducted air handler and 4-ton Heat pump. Living room system #2 - Replace existing 90% AFUE gas furnace and AC with new Carrier 95% AFUE gas furnace and 5-ton Carrier Heat pump."
BLD25-7226,Issued,"Building Permit No Plan Check",11/26/2025,11/26/2025,"1515 Lawndale Rd Kenwood [KEN]",050-100-023,$374.76,$0.00,"REPLACE FURNACE"
BLD25-7228,Issued,"Building Permit No Plan Check",11/26/2025,11/26/2025,"65 Okelley Way Windsor [WIN]",058-351-003,$374.76,$0.00,"Replace gas furnace located in the garage like for like in the same location."
BLD25-7231,Issued,"Building Permit No Plan Check",11/26/2025,11/26/2025,"1165 Hwy 1 Bodega Bay [BBY]",100-091-007,$552.96,$0.00,"SFD, Reroof, tear off, new class A comp shingles, 12sq * Self Cerity*"
BLD25-7232,Issued,"Building Permit No Plan Check",11/26/2025,11/28/2025,"2920 Thorn Rd Twin Hills [TWI]",076-180-022,$374.76,$0.00,"Upgrade main PGE service panel to 200 amps from 100 amps"
BLD25-7236,Issued,"Building Permit No Plan Check",11/28/2025,11/28/2025,"37135 Albatross Reach Sea Ranch [SEA]",156-100-003,$374.76,$0.00,"FURNACE CHANGEOUT IN CRAWLSPACE, 66K BTUS, 80 AFUE"
BLD25-7237,Issued,"Building Permit No Plan Check",11/28/2025,11/28/2025,"15617 Old Cazadero Rd Guerneville [GUE]",072-310-011,$374.76,$0.00,"Electrical panel upgrade & installation of a LP 22kw generator"
BLD25-7238,Issued,"Building Permit No Plan Check",11/28/2025,11/28/2025,"72 Fairlie Dr Windsor [WIN]",058-141-003,$554.17,$0.00,"1. Remove entire roof system down to the deck 1 layer max 2. Install Synthetic underlayment entire roof 3. Install Intake smart vents on the front side of roof 45’ max 4. Install single ply membrane over transition from gazebo roof to main house roof 5. Install all new flashings and paint to blend with color of roof a. Custom chimney saddle and counter flashing b. Custom skylight saddle 96”x4” with cricket on Gazebo 6. Install new asphalt shingles- Class A a. CertainTeed Landmark- 39sqs max 7. Install new ridge vent attic exhaust vents 100’ 8. Install new ridge cap 200’ 9. Clean and remove all related debris"
BLD25-7240,Issued,"Building Permit No Plan Check",11/29/2025,11/29/2025,"960 Rose Ave Penngrove [PEN]",047-021-020,$374.76,$0.00,"replace furnace in crawlspace location. install 96% afue furnace"
BLD25-6704,"Plan Check Comments Sent","Building Permit With Plan Check",11/1/2025,,"1435 Brack Rd Healdsburg [HEA]",089-200-031,$2081.16,,"New gunite pool with an automatic safety cover."
BLD25-6712,"Waiting for Other Approvals","Building Permit With Plan Check",11/3/2025,,"5636 Thomas Rd Graton [GRA]",104-020-019,$482.75,,"SFD - (N) 17.36kW Ground-mount PV System w/ 16.12kWh ESS Ground-mount PV 17.36kW DC (22.80kW AC) and ESS 16.12kWh AC."
BLD25-6721,Issued,"Building Permit With Plan Check",11/3/2025,12/02/2025,"3100 Burkhart Ln Twin Hills [TWI]",073-360-003,$629.25,,"Residential -SFD (N) 4.6kW Roof-mount PV System w/ 15kWh ESS Roof-mount PV 4.60kW DC (9.60kW AC) and ESS 15.0kWh AC."
BLD25-6723,"Awaiting Applicant Response","Building Permit With Plan Check",11/3/2025,,"4336 Hessel Rd Twin Hills [TWI]",062-091-007,$0.00,$42285.00,"Proposed Barn - 1500SF"
BLD25-6725,"Awaiting Applicant Response","Building Permit With Plan Check",11/3/2025,,"4300 Old Redwood Hwy Windsor [WIN]",058-050-070,$0.00,$0.00,"THE PROJECT GENERALLY CONSISTS OF SELECT DEMOLITION & CONSTRUCTION OF PORTABLE CLASSROOM, UTILITIES AND SITE RELATED IMPROVEMENTS."
BLD25-6726,"Resubmittal Received","Building Permit With Plan Check",11/3/2025,,"775 Carmody Rd Two Rock [TWO]",027-240-004,$0.00,,"SFD, Roof Mount Solar Install 5.52kW & ESS 15kWh AC"
BLD25-6729,"Awaiting Applicant Response","Building Permit With Plan Check",11/3/2025,,"683 Gossage Ave Petaluma [PET]",048-170-012,$0.00,,"New SFD (3,716 SF) Deck (628 SF), Cov'd Porch (490 SF) New single family residence."
BLD25-6730,Check,"Building Permit With Plan Check",11/3/2025,,"3155 Frei Rd Graton [GRA]",130-180-079,$1933.39,$77958.84,"Detached Garage, Converted into ADU (744 SF) New Deck (342 SF) Existing detached garage to be converted into an ADU with the addition of a deck."
BLD25-6731,"Awaiting Applicant Response","Building Permit With Plan Check",11/3/2025,,"683 Gossage Ave Petaluma [PET]",048-170-012,$0.00,,"New ADU (1,065 SF) Over 3-Car Garage (1,065 SF) Cov'd Breezeway (524 SF), Stairs and landing (76 SF) New detached ADU over 3-car garage. See BLD25-6729 for new residence associated with this new ADU/garage."
BLD25-6737,"Awaiting Applicant Response","Building Permit With Plan Check",11/3/2025,,"8880 Poplar Ave Cotati [COT]",046-222-035,$0.00,$0.00,"Purpose: Fire safety and code compliance upgrades per plan review comments 1. Fire-Rated Sheetrock Installation Install Type X 5/8” fire-rated sheetrock around the exterior walls of the bedroom and end of hallway adjacent to the non-living area. Tape, mud, and finish all joints to meet 1-hour fire separation rating requirements. 2. Fire-Safe Doors Install fire-rated doors(2 total) (minimum 20-minute rated) at both hallway entrances leading to the non-living area. Doors to be self-closing and self-latching per fire code specifications. 3. Ceiling Insulation and Finish Insulate the ceiling of all conditioned living spaces to a minimum R-28 insulation value or greater. Apply 5/8” Type X sheetrock to ceiling, tape, mud, and finish to code. 4. Foundation Plan (As Proposed) Add foundation plan to reflect proposed structural improvements and ensure compliance with building department requirements based on previous conversations. 5. Entry Deck Modification Modify entry deck design to convert to stairs as shown in the revised plans. Ensure stair construction meets code for rise/run, handrail, and guardrail requirements."
BLD25-6740,Issued,"Building Permit With Plan Check",11/3/2025,11/10/2025,"232 Kiva Pl Windsor [WIN]",039-290-063,$629.25,,"SFD - Adding an additional 435W of Roof-mount PV panels and 13.5kWh ESS to (E) PV System I currently have a 6.5KWH system with 20 panels, an inverter and a Tesla gateway powershare system. I am adding 5 additional solar panels and removing the inverter/optimizers. I will wire the 25 panels to the Tesla Powerwall 3 using 3 string and Tesla MCUs. The Powerwall will then feed power to my Gateway 3 which will then power my whole home through a Tesla load center."
BLD25-6743,"Awaiting Applicant Response","Building Permit With Plan Check",11/4/2025,,"17037 Hwy 12 Agua Caliente [AGU]",056-151-051,$0.00,$0.00,"Two story addition over existing garage. New ADU."
